name,label,summary,description,predict
exchange-bmc-os-info,系统, Let OS and BMC exchange info," Given a host with BMC, this package would pass the hostname &
OS information to the BMC and also capture the BMC ip info
for the host OS to use.",系统
iprutils,系统,Utilities for the IBM Power Linux RAID adapters ,"Provides a suite of utilities to manage and configure SCSI devices
supported by the ipr SCSI storage device driver. ",系统
ipset-service,系统,ipset service for ipsets ,"This package provides the service ipset that is split
out of the base package since it is not active by default. ",系统
iptables-services,系统,iptables and ip6tables services for iptables ,"iptables services for IPv4 and IPv6

This package provides the services iptables and ip6tables that have been split
out of the base package since they are not active by default anymore. ",系统
iptraf-ng,系统,A console-based network monitoring utility ,"IPTraf-ng is a console-based network monitoring utility.  IPTraf gathers
data like TCP connection packet and byte counts, interface statistics
and activity indicators, TCP/UDP traffic breakdowns, and LAN station
packet and byte counts.  IPTraf-ng features include an IP traffic monitor
which shows TCP flag information, packet and byte counts, ICMP
details, OSPF packet types, and oversized IP packet warnings;
interface statistics showing IP, TCP, UDP, ICMP, non-IP and other IP
packet counts, IP checksum errors, interface activity and packet size
counts; a TCP and UDP service monitor showing counts of incoming and
outgoing packets for common TCP and UDP application ports, a LAN
statistics module that discovers active hosts and displays statistics
about their activity; TCP, UDP and other protocol display filters so
you can view just the traffic you want; logging; support for Ethernet,
FDDI, ISDN, SLIP, PPP, and loopback interfaces; and utilization of the
built-in raw socket interface of the Linux kernel, so it can be used
on a wide variety of supported network cards. ",应用
ipvsadm,系统, Utility to administer the Linux Virtual Server," ipvsadm is used to setup, maintain, and inspect the virtual server
table in the Linux kernel. The Linux Virtual Server can be used to
build scalable network services based on a cluster of two or more
nodes. The active node of the cluster redirects service requests to a
collection of server hosts that will actually perform the
services. Supported Features include:
  - two transport layer (layer-4) protocols (TCP and UDP)
  - three packet-forwarding methods (NAT, tunneling, and direct routing)
  - eight load balancing algorithms (round robin, weighted round robin,
    least-connection, weighted least-connection, locality-based
    least-connection, locality-based least-connection with
    replication, destination-hashing, and source-hashing)",系统
ipxe-roms,系统, Network boot loader roms in .rom format," iPXE is an open source network bootloader. It provides a direct
replacement for proprietary PXE ROMs, with many extra features such as
DNS, HTTP, iSCSI, etc.

This package contains the iPXE roms in .rom format.",系统
irssi,应用, Modular text mode IRC client with Perl scripting," Irssi is a modular IRC client with Perl scripting. Only text-mode
frontend is currently supported. The GTK/GNOME frontend is no longer
being maintained.",系统
python3-iscsi-initiator-utils,系统,Python 3.6 bindings to iscsi-initiator-utils ,"The iscsi-initiator-utils-python3 package contains Python 3.6 bindings to the
libiscsi interface for interacting with iscsi-initiator-utils ",系统
isns-utils,系统,The iSNS daemon and utility programs ,"The iSNS package contains the daemon and tools to setup a iSNS server,
and iSNS client tools. The Internet Storage Name Service (iSNS) protocol
allows automated discovery, management and configuration of iSCSI and
Fibre Channel devices (using iFCP gateways) on a TCP/IP network. ",系统
isomd5sum,应用, Utilities for working with md5sum implanted in ISO images," The isomd5sum package contains utilities for implanting and verifying
an md5sum implanted into an ISO9660 image.",系统
isorelax,应用, Public interfaces for RELAX Core," The ISO RELAX project was started to host public interfaces
useful for applications to support RELAX Core. Now, however,
some of the hosted material is schema language-neutral.",应用
istack-commons,应用, Common code for some Glassfish projects," Code shared between JAXP, JAXB, SAAJ, and JAX-WS projects.",应用
istack-commons-runtime,应用, istack-commons runtime, This package contains istack-commons runtime.,应用
istack-commons-tools,应用, istack-commons tools, This package contains istack-commons tools.,应用
itstool,应用, ITS-based XML translation tool," ITS Tool allows you to translate XML documents with PO files, using rules from
the W3C Internationalization Tag Set (ITS) to determine what to translate and
how to separate it into PO file messages.",系统
jack-audio-connection-kit-dbus,应用, Jack D-Bus launcher, Launcher to start Jack through D-Bus.,应用
jackson-core,应用, Core part of Jackson," Core part of Jackson that defines Streaming API as well
as basic shared abstractions.",应用
jackson-databind,应用, General data-binding package for Jackson (2.x)," The general-purpose data-binding functionality and tree-model for Jackson Data
Processor. It builds on core streaming parser/generator package, and uses
Jackson Annotations for configuration.",应用
jackson-module-jaxb-annotations,应用, JAXB annotations support for Jackson (2.x)," Support for using JAXB annotations as an alternative to
""native"" Jackson annotations, for configuring data binding.",应用
jakarta-commons-httpclient-manual,应用, Manual for jakarta-commons-httpclient, Manual for jakarta-commons-httpclient.,应用
jakarta-oro-javadoc,应用, Javadoc for jakarta-oro, Javadoc for jakarta-oro.,应用
java-1.8.0-alibaba-dragonwell,应用, Alibaba Dragonwell8 JDK, Alibaba Dragonwell8 JDK,应用
java-1.8.0-alibaba-dragonwell-demo-slowdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment demoslowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo slowdebug,应用
java-1.8.0-alibaba-dragonwell-devel-fastdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment devel fastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment devel fastdebug,应用
java-1.8.0-alibaba-dragonwell-devel-slowdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment devel slowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment devel slowdebug,应用
java-1.8.0-alibaba-dragonwell-fastdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment fastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment fastdebug,应用
java-1.8.0-alibaba-dragonwell-headless-slowdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment headless slowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment headless slowdebug,应用
java-1.8.0-alibaba-dragonwell-src,应用, Alibaba Dragonwell 1.8.0 src, Alibaba Dragonwell 1.8.0 src,应用
java-1.8.0-alibaba-dragonwell-src-slowdebug,应用, Alibaba Dragonwell 1.8.0 Runtime Environment src slowdebug, Alibaba Dragonwell 1.8.0 Runtime Environment src slowdebug,应用
java-1.8.0-openjdk-headless-slowdebug,应用, OpenJDK 8 Runtime Environment unoptimised with full debugging on," The OpenJDK 8 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",应用
java-1.8.0-openjdk-javadoc-zip,应用, OpenJDK 8 API documentation compressed in a single archive, The OpenJDK 8 API documentation compressed in a single archive.,应用
java-1.8.0-openjdk-src,应用, OpenJDK 8 Source Bundle," The java-1.8.0-openjdk-src sub-package contains the complete OpenJDK 8
class library source code for use by IDE indexers and debuggers.",应用
java-1.8.0-openjdk-src-slowdebug,应用, OpenJDK 8 Source Bundle for packages with debugging on and no optimisation," The java-1.8.0-openjdk-src-slowdebug sub-package contains the complete OpenJDK 8
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and no optimisation.",应用
java-1.8.0-openjdk-accessibility-fastdebug,应用, OpenJDK 8 accessibility connector for packages with debugging on and optimisation, See normal java-1.8.0.342.b07-openjdk-accessibility description.,应用
java-1.8.0-openjdk-src-fastdebug,应用, OpenJDK 8 Source Bundle for packages with debugging on and optimisation," The java-1.8.0-openjdk-src-fastdebug sub-package contains the complete OpenJDK 8
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and optimisation.",应用
java-11-alibaba-dragonwell,应用, Alibaba Dragonwell11 JDK, Alibaba Dragonwell11 JDK,应用
java-11-alibaba-dragonwell-demo-fastdebug,应用, Alibaba Dragonwell11 Runtime Environment demofastdebug, Alibaba Dragonwell11 Runtime Environment demo fastdebug,应用
java-11-alibaba-dragonwell-static-libs-slowdebug,应用, Alibaba Dragonwell11 Runtime Environment static libs slowdebug, Alibaba Dragonwell11 Runtime Environment static libs slowdebug,应用
