name,label,summary,description
batik-util,库, Batik utility library, Util component of the Apache Batik SVG manipulation and rendering library.
mingw32-glib2,库, MinGW Windows Glib2 library for the win32 target, MinGW Windows Glib2 library.
libcdr,库, A library for import of CorelDRAW drawings," Libcdr is library providing ability to interpret and import CorelDRAW
drawings into various applications. You can find it being used in
libreoffice."
OpenEXR-libs,库, OpenEXR runtime libraries, OpenEXR runtime libraries.
libpwquality,库, A library for password generation and password quality checking," This is a library for password quality checks and generation
of random passwords that pass the checks.
This library uses the cracklib and cracklib dictionaries
to perform some of the checks."
qt5-qtbase-postgresql,库, PostgreSQL driver for Qt5's SQL classes, PostgreSQL driver for Qt5's SQL classes.
perl-Config-Tiny,库, Perl module for reading and writing .ini style configuration files," Config::Tiny is a Perl module designed for reading and writing .ini
style configuration files. It is designed for simplicity and ease of
use, and thus only supports the most basic operations."
libreoffice-sdk,库, Software Development Kit for LibreOffice," The LibreOffice SDK is an add-on for the LibreOffice office suite. It provides
the necessary tools for programming using the LibreOffice APIs and for creating
extensions (UNO components) for LibreOffice.  To set the build environment for
building against the sdk use /usr/lib64/libreoffice/sdk/setsdkenv_unix.sh."
libuv,库, libuv is a multi-platform support library with a focus on asynchronous I/O., libuv is a multi-platform support library with a focus on asynchronous I/O
python3-asn1crypto,库,Fast Python ASN.1 parser and serializer ,"Fast ASN.1 parser and serializer with definitions for private keys,
public keys, certificates, CRL, OCSP, CMS, PKCS#3, PKCS#7, PKCS#8,
PKCS#12, PKCS#5, X.509 and TSP. "
perl-libwww-perl,库, A Perl interface to the World-Wide Web," The libwww-perl collection is a set of Perl modules which provides a simple and
consistent application programming interface to the World-Wide Web.  The main
focus of the library is to provide classes and functions that allow you to
write WWW clients. The library also contain modules that are of more general
use and even classes that help you implement simple HTTP servers."
libreport-newt,库, libreport's newt interface," This package contains a simple newt application for reporting
bugs"
kernel-modules-extra,库, Extra kernel modules to match the kernel, This package provides less commonly used kernel modules for the kernel package.
boost-timer,库, Run-time component of boost timer library," 
""How long does my C++ code take to run?""
The Boost Timer library answers that question and does so portably,
with as little as one #include and one additional line of code."
libglvnd,库, The GL Vendor-Neutral Dispatch library," libglvnd is an implementation of the vendor-neutral dispatch layer for
arbitrating OpenGL API calls between multiple vendors on a per-screen basis."
ncurses-libs,库, Ncurses libraries," The curses library routines are a terminal-independent method of
updating character screens with reasonable optimization.  The ncurses
(new curses) library is a freely distributable replacement for the
discontinued 4.4 BSD classic curses library.

This package contains the ncurses libraries."
libwmf-lite,库, Windows Metafile parser library, A library for parsing Windows MetaFile vector graphics (WMF).
libstoragemgmt-udev,库,Udev files for libstoragemgmt ,"The libstoragemgmt-udev package contains udev rules and helper utilities for
uevents generated by the kernel. "
libsecret,库,Library for storing and retrieving passwords and other secrets ,"libsecret is a library for storing and retrieving passwords and other secrets.
It communicates with the ""Secret Service"" using DBus. gnome-keyring and
KSecretService are both implementations of a Secret Service. "
libev-source,库, High-performance event loop/event model with lots of features, This package contains the source code for libev.
cal10n,库, Compiler assisted localization library (CAL10N)," Compiler Assisted Localization, abbreviated as CAL10N (pronounced as ""calion"")
is a java library for writing localized (internationalized) messages.
Features:
    * java compiler verifies message keys used in source code
    * tooling to detect errors in message keys
    * native2ascii tool made superfluous, as you can directly encode bundles
      in the most convenient charset, per locale.
    * good performance (300 nanoseconds per key look-up)
    * automatic reloading of resource bundles upon change"
libbytesize,库, A library for working with sizes in bytes," The libbytesize is a C library that facilitates work with sizes in
bytes. Be it parsing the input from users or producing a nice human readable
representation of a size in bytes this library takes localization into
account. It also provides support for sizes bigger than MAXUINT64."
felix-osgi-core-javadoc,库, API documentation for felix-osgi-core, This package contains API documentation for felix-osgi-core.
python3-botocore,库," Low-level, data-driven core of boto 3"," A low-level interface to a growing number of Amazon Web Services. The
botocore package is the foundation for the AWS CLI as well as boto3."
atinject-tck,库, TCK for testing atinject compatibility with JSR-330, TCK for testing atinject compatibility with JSR-330.
xmlgraphics-commons,库, XML Graphics Commons," Apache XML Graphics Commons is a library that consists of
several reusable components used by Apache Batik and
Apache FOP. Many of these components can easily be used
separately outside the domains of SVG and XSL-FO. You will
find components such as a PDF library, an RTF library,
Graphics2D implementations that let you generate PDF &
PostScript files, and much more."
perl-Tk,库, Perl Graphical User Interface ToolKit," This a re-port of a perl interface to Tk8.4.
C code is derived from Tcl/Tk8.4.5.
It also includes all the C code parts of Tix8.1.4 from SourceForge.
The perl code corresponding to Tix's Tcl code is not fully implemented.

Perl API is essentially the same as Tk800 series Tk800.025 but has not
been verified as compliant. There ARE differences see pod/804delta.pod."
pcsc-lite-libs,库, PC/SC Lite libraries, PC/SC Lite libraries.
kf5-kwayland,库, KDE Frameworks 5 library that wraps Client and Server Wayland libraries, KDE Frameworks 5 library that wraps Client and Server Wayland libraries.
