name,label,pred,summary,description
sysstat,工具,工具, Collection of performance monitoring tools for Linux," The sysstat package contains the sar, sadf, mpstat, iostat, tapestat,
pidstat, cifsiostat and sa tools for Linux.
The sar command collects and reports system activity information.
The information collected by sar can be saved in a file in a binary
format for future inspection. The statistics reported by sar concern
I/O transfer rates, paging activity, process-related activities,
interrupts, network activity, memory and swap space utilization, CPU
utilization, kernel activities and TTY statistics, among others. Both
UP and SMP machines are fully supported.
The sadf command may  be used to display data collected by sar in
various formats (CSV, XML, etc.).
The iostat command reports CPU utilization and I/O statistics for disks.
The tapestat command reports statistics for tapes connected to the system.
The mpstat command reports global and per-processor statistics.
The pidstat command reports statistics for Linux tasks (processes).
The cifsiostat command reports I/O statistics for CIFS file systems."
krb5-workstation,服务,工具,Kerberos 5 programs for use on workstations ,"Kerberos is a network authentication system. The krb5-workstation
package contains the basic Kerberos programs (kinit, klist, kdestroy,
kpasswd). If your network uses Kerberos, this package should be
installed on every workstation. "
perl-File-Copy-Recursive,库,工具, Extension for recursively copying files and directories," This module copies and moves directories recursively to an optional depth and
attempts to preserve each file or directory's mode."
perl-fields,库,库, Compile-time class fields," The ""fields"" pragma enables compile-time and run-time verified class fields."
tigervnc-selinux,服务,服务, SELinux module for TigerVNC," This package provides the SELinux policy module to ensure TigerVNC
runs properly under an environment with SELinux enabled."
xalan-j2,库,库, Java XSLT processor," Xalan is an XSLT processor for transforming XML documents into HTML,
text, or other XML document types. It implements the W3C Recommendations
for XSL Transformations (XSLT) and the XML Path Language (XPath). It can
be used from the command line, in an applet or a servlet, or as a module
in other program."
sscg,工具,工具, Simple SSL certificate generator," A utility to aid in the creation of more secure ""self-signed""
certificates. The certificates created by this tool are generated in a
way so as to create a CA certificate that can be safely imported into a
client machine to trust the service certificate without needing to set
up a full PKI environment and without exposing the machine to a risk of
false signatures from the service certificate."
texlive-ntgclass,工具,工具," ""European"" versions of standard classes"," Versions of the standard LaTeX article and report classes,
rewritten to reflect a more European design, by the Dutch TeX
Users Group NTG."
python3-pillow-tk,库,库, Tk interface for pillow, Tk interface for python-pillow.
librpmem,库,库, Remote Access to Persistent Memory library," The librpmem library provides low-level support for remote access
to persistent memory utilizing RDMA-capable NICs. It can be used
to replicate persistent memory regions over RDMA protocol."
samyak-gujarati-fonts,其它,其它, Open Type Fonts for Gujarati script," This package contains truetype/opentype font for the display of \
Scripts Gujarati."
libsrtp,库,服务, An implementation of the Secure Real-time Transport Protocol (SRTP)," This package provides an implementation of the Secure Real-time
Transport Protocol (SRTP), the Universal Security Transform (UST), and
a supporting cryptographic kernel."
texlive-typehtml,工具,工具, Typeset HTML directly from LaTeX," Can handle almost all of HTML2, and most of the math fragment
of the draft HTML3."
google-noto-sans-tibetan-fonts,其它,其它, Sans Tibetan font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tibetan."
libpeas-loader-python3,库,库, Python 3 loader for libpeas," This package contains the Python 3 loader that is needed to
run Python 3 plugins that use libpeas."
google-noto-emoji-fonts,其它,其它, Google __oto Emoji_ Black-and-White emoji font, This package provides the Google __oto Emoji_ Black-and-White emoji font.
freeradius-krb5,服务,服务, Kerberos 5 support for freeradius, This plugin provides the Kerberos 5 support for the FreeRADIUS server project.
python-rpm-macros,库,库, The unversioned Python RPM macros," This package contains the unversioned Python RPM macros, that most
implementations should rely on.

You should not need to install this package manually as the various
python?-devel packages require it. So install a python-devel package instead."
tesseract-langpack-nor,工具,工具, Norwegian language data for tesseract-tessdata," This package contains the fast integer version of the Norwegian language
trained models for the Tesseract Open Source OCR Engine."
libva,库,库, Video Acceleration (VA) API for Linux, Libva is a library providing the VA API video acceleration API.
libX11-xcb,库,库, XCB interop for libX11, libX11/libxcb interoperability library
paps,工具,工具, Plain Text to PostScript converter, paps is a PostScript converter from plain text file using Pango.
librbd1,库,库, RADOS block device client library," RBD is a block device striped across multiple distributed objects in
RADOS, a reliable, autonomic distributed object storage cluster
developed as part of the Ceph distributed storage system. This is a
shared library allowing applications to manage these block devices."
dde-device-formatter,工具,工具, A simple graphical interface for creating file system in a block device., A simple graphical interface for creating file system in a block device.
ncurses-c++-libs,库,库,Ncurses C++ bindings ,"The curses library routines are a terminal-independent method of
updating character screens with reasonable optimization.  The ncurses
(new curses) library is a freely distributable replacement for the
discontinued 4.4 BSD classic curses library.

This package contains C++ bindings of the ncurses ABI version 6 libraries. "
perl-Time-HiRes,库,库," High resolution alarm, sleep, gettimeofday, interval timers"," The Time::HiRes module implements a Perl interface to the usleep, nanosleep,
ualarm, gettimeofday, and setitimer/getitimer system calls, in other words,
high resolution time and timers."
texlive-arabxetex,工具,工具, An ArabTeX-like interface for XeLaTeX," ArabXeTeX provides a convenient ArabTeX-like user-interface for
typesetting languages using the Arabic script in XeLaTeX, with
flexible access to font features. Input in ArabTeX notation can
be set in three different vocalization modes or in roman
transliteration. Direct UTF-8 input is also supported. The
parsing and converting of ArabTeX input to Unicode is done by
means of TECkit mappings. Version 1.0 provides support for
Arabic, Maghribi Arabic, Farsi (Persian), Urdu, Sindhi,
Kashmiri, Ottoman Turkish, Kurdish, Jawi (Malay) and Uighur.
The documentation (not yet complete) covers topics such as
typesetting the Holy Quran, typesetting bidirectional critical
editions (with ednotes), and information on various recommended
OpenType fonts for the Arabic script and for transliterating
Oriental languages."
onboard-data,工具,库, Data for Onboard, Data for Onboard.
ant-antlr,库,库, Optional antlr tasks for ant, Optional antlr tasks for ant.
texlive-euler,工具,工具, Use AMS Euler fonts for math," Provides a setup for using the AMS Euler family of fonts for
mathematics in LaTeX documents. ""The underlying philosophy of
Zapf's Euler design was to capture the flavour of mathematics
as it might be written by a mathematician with excellent
handwriting."" [concrete-tug] The euler package is based on
Knuth's macros for the book 'Concrete Mathematics'. The text
fonts for the Concrete book are supported by the beton package."
