src_name,zero_description,zero_summary,description,summary,primary_rpm_name,primary_description,primary_summary,rpm_name,分层分类
perl-Encode-2.97-3.el8.src.rpm,,,"With the encoding pragma, you can write your Perl script in any encoding you
like (so long as the Encode module supports it) and still enjoy Unicode
support.

However, this encoding module is deprecated under perl 5.18. It uses
a mechanism provided by perl that is deprecated under 5.18 and higher, and may
be removed in a future version.

The easiest and the best alternative is to write your script in UTF-8.
The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.
","Write your Perl script in non-ASCII or non-UTF-8
Character encodings in Perl
",perl-Encode,"The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.",Character encodings in Perl,"perl-encoding
perl-Encode
",系统库/编程语言
perl-Encode-3.01-439.module+an8.4.0+10268+32dbd748.src.rpm,,,"With the encoding pragma, you can write your Perl script in any encoding you
like (so long as the Encode module supports it) and still enjoy Unicode
support.

However, this encoding module is deprecated under perl 5.18. It uses
a mechanism provided by perl that is deprecated under 5.18 and higher, and may
be removed in a future version.

The easiest and the best alternative is to write your script in UTF-8.
The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.
","Write your Perl script in non-ASCII or non-UTF-8
Character encodings in Perl
",perl-Encode,"The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.",Character encodings in Perl,"perl-encoding
perl-Encode
",系统库/编程语言
perl-Encode-3.08-461.module+an8.6.0+10679+d77706e4.src.rpm,,,"With the encoding pragma, you can write your Perl script in any encoding you
like (so long as the Encode module supports it) and still enjoy Unicode
support.

However, this encoding module is deprecated under perl 5.18. It uses
a mechanism provided by perl that is deprecated under 5.18 and higher, and may
be removed in a future version.

The easiest and the best alternative is to write your script in UTF-8.
The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.
","Write your Perl script in non-ASCII or non-UTF-8
Character encodings in Perl
",perl-Encode,"The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.",Character encodings in Perl,"perl-encoding
perl-Encode
",系统库/编程语言
perl-Encode-Detect-1.01-28.0.1.an8.src.rpm,,,"This Perl module is an Encode::Encoding subclass that uses
Encode::Detect::Detector to determine the charset of the input data and then
decodes it using the encoder of the detected charset.
","Encode::Encoding subclass that detects the encoding of data
",perl-Encode-Detect,"This Perl module is an Encode::Encoding subclass that uses
Encode::Detect::Detector to determine the charset of the input data and then
decodes it using the encoder of the detected charset.",Encode::Encoding subclass that detects the encoding of data,"perl-Encode-Detect
",系统库/编程语言
perl-Encode-Detect-1.01-28.el8.src.rpm,,,"This Perl module is an Encode::Encoding subclass that uses
Encode::Detect::Detector to determine the charset of the input data and then
decodes it using the encoder of the detected charset.
","Encode::Encoding subclass that detects the encoding of data
",perl-Encode-Detect,"This Perl module is an Encode::Encoding subclass that uses
Encode::Detect::Detector to determine the charset of the input data and then
decodes it using the encoder of the detected charset.",Encode::Encoding subclass that detects the encoding of data,"perl-Encode-Detect
",系统库/编程语言
perl-Encode-Locale-1.05-10.module+an8.4.0+10292+19f201d3.src.rpm,,,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.
","Determine the locale encoding
",perl-Encode-Locale,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.",Determine the locale encoding,"perl-Encode-Locale
",系统库/编程语言
perl-Encode-Locale-1.05-10.module+an8.4.0+10292+88db051d.src.rpm,,,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.
","Determine the locale encoding
",perl-Encode-Locale,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.",Determine the locale encoding,"perl-Encode-Locale
",系统库/编程语言
perl-Encode-Locale-1.05-10.module+an8.4.0+10292+adebf69e.src.rpm,,,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.
","Determine the locale encoding
",perl-Encode-Locale,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.",Determine the locale encoding,"perl-Encode-Locale
",系统库/编程语言
perl-Encode-Locale-1.05-10.module+an8.6.0+10679+d77706e4.src.rpm,,,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.
","Determine the locale encoding
",perl-Encode-Locale,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.",Determine the locale encoding,"perl-Encode-Locale
",系统库/编程语言
perl-Encode-Locale-1.05-10.module+an8.6.0+10747+c34b8daa.src.rpm,,,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.
","Determine the locale encoding
",perl-Encode-Locale,"In many applications it's wise to let Perl use Unicode for the strings
it processes.  Most of the interfaces Perl has to the outside world is
still byte based.  Programs therefore needs to decode byte strings
that enter the program from the outside and encode them again on the
way out.",Determine the locale encoding,"perl-Encode-Locale
",系统库/编程语言
perl-Env-1.04-395.0.1.an8.src.rpm,,,"Perl maintains environment variables in a special hash named %ENV. For when
this access method is inconvenient, the Perl module Env allows environment
variables to be treated as scalar or array variables.
","Perl module that imports environment variables as scalars or arrays
",perl-Env,"Perl maintains environment variables in a special hash named %ENV. For when
this access method is inconvenient, the Perl module Env allows environment
variables to be treated as scalar or array variables.",Perl module that imports environment variables as scalars or arrays,"perl-Env
",系统库/编程语言
