rpm_name,zero_description,zero_summary,description,summary,src_name,分层分类
freeipmi-bmc-watchdog-1.6.8-1.an8,Provides a watchdog daemon for OS monitoring and recovery.,IPMI BMC watchdog,,,freeipmi-1.6.8-1.an8.src.rpm,应用工具
freeipmi-ipmidetectd-1.6.8-1.an8,Provides a tool and a daemon for IPMI node detection.,IPMI node detection monitoring daemon,,,freeipmi-1.6.8-1.an8.src.rpm,应用工具
freeipmi-ipmiseld-1.6.8-1.an8,IPMI SEL syslog logging daemon.,IPMI SEL syslog logging daemon,,,freeipmi-1.6.8-1.an8.src.rpm,应用工具
freeradius-3.0.20-12.module+an8.6.0+10680+e562102f,,,"The FreeRADIUS Server Project is a high performance and highly configurable
GPL'd free RADIUS server. The server is similar in some respects to
Livingston's 2.0 server.  While FreeRADIUS started as a variant of the
Cistron RADIUS server, they don't share a lot in common any more. It now has
many more features than Cistron or Livingston, and is much more configurable.

FreeRADIUS is an Internet authentication daemon, which implements the RADIUS
protocol, as defined in RFC 2865 (and others). It allows Network Access
Servers (NAS boxes) to perform authentication for dial-up users. There are
also RADIUS clients available for Web servers, firewalls, Unix logins, and
more.  Using RADIUS allows authentication and authorization for a network to
be centralized, and minimizes the amount of re-configuration which has to be
done when adding or deleting new users.",High-performance and highly configurable free RADIUS server,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用服务
freeradius-krb5-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the Kerberos 5 support for the FreeRADIUS server project.,Kerberos 5 support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-ldap-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the LDAP support for the FreeRADIUS server project.,LDAP support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-mysql-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the MySQL support for the FreeRADIUS server project.,MySQL support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-perl-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the Perl support for the FreeRADIUS server project.,Perl support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-postgresql-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the postgresql support for the FreeRADIUS server project.,Postgresql support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-rest-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the REST support for the FreeRADIUS server project.,REST support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-sqlite-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the SQLite support for the FreeRADIUS server project.,SQLite support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-unixODBC-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the unixODBC support for the FreeRADIUS server project.,Unix ODBC support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freeradius-utils-3.0.20-12.module+an8.6.0+10680+e562102f,,,"The FreeRADIUS server has a number of features found in other servers,
and additional features not found in any other server. Rather than
doing a feature by feature comparison, we will simply list the features
of the server, and let you decide if they satisfy your needs.

Support for RFC and VSA Attributes Additional server configuration
attributes Selecting a particular configuration Authentication methods",FreeRADIUS utilities,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
python3-freeradius-3.0.20-12.module+an8.6.0+10680+e562102f,,,This plugin provides the Python 3 support for the FreeRADIUS server project.,Python 3 support for freeradius,freeradius-3.0.20-12.module+an8.6.0+10680+e562102f.src.rpm,应用库
freerdp-2.2.0-7.an8_5,,,"The xfreerdp & wlfreerdp Remote Desktop Protocol (RDP) clients from the FreeRDP
project.

xfreerdp & wlfreerdp can connect to RDP servers such as Microsoft Windows
machines, xrdp and VirtualBox.",Free implementation of the Remote Desktop Protocol (RDP),freerdp-2.2.0-7.an8_5.src.rpm,应用工具
freerdp-libs-2.2.0-7.an8_5,,,"libfreerdp-core can be embedded in applications.

libfreerdp-channels and libfreerdp-kbd might be convenient to use in X
applications together with libfreerdp-core.

libfreerdp-core can be extended with plugins handling RDP channels.",Core libraries implementing the RDP protocol,freerdp-2.2.0-7.an8_5.src.rpm,应用库
libwinpr-2.2.0-7.an8_5,,,"WinPR provides API compatibility for applications targeting non-Windows
environments. When on Windows, the original native API is being used instead of
the equivalent WinPR implementation, without having to modify the code using it.",Windows Portable Runtime,freerdp-2.2.0-7.an8_5.src.rpm,应用库
freetype-2.9.1-4.an8.1,,,"The FreeType engine is a free and portable font rendering
engine, developed to provide advanced font support for a variety of
platforms and environments. FreeType is a library which can open and
manages font files as well as efficiently load, hint and render
individual glyphs. FreeType is not a font server or a complete
text-rendering library.",A free and portable font rendering engine,freetype-2.9.1-4.an8.1.src.rpm,应用库
frei0r-plugins-1.6.1-7.an8,,,"It is a minimalist plugin API for video sources and filters. The behavior of
the effects can be controlled from the host by simple parameters. The intent is
to solve the recurring re-implementation or adaptation issue of standard effect",Frei0r - a minimalist plugin API for video effects,frei0r-plugins-1.6.1-7.an8.src.rpm,应用库
frei0r-plugins-opencv-1.6.1-7.an8,,,Frei0r plugins that use the OpenCV computer vision framework.,Frei0r plugins using OpenCV,frei0r-plugins-1.6.1-7.an8.src.rpm,应用库
fribidi-1.0.4-8.el8,,,"A library to handle bidirectional scripts (for example Hebrew, Arabic),
so that the display is done in the proper way; while the text data itself
is always written in logical order.",Library implementing the Unicode Bidirectional Algorithm,fribidi-1.0.4-8.el8.src.rpm,应用库
frr-7.5-11.an8,,,"FRRouting is free software that manages TCP/IP based routing protocols. It takes
a multi-server and multi-threaded approach to resolve the current complexity
of the Internet.

FRRouting supports BGP4, OSPFv2, OSPFv3, ISIS, RIP, RIPng, PIM, NHRP, PBR, EIGRP and BFD.

FRRouting is a fork of Quagga.",Routing daemon,frr-7.5-11.an8.src.rpm,应用工具
fstrm-0.6.1-2.an8,,,"Frame Streams is a light weight, binary clean protocol that allows for the
transport of arbitrarily encoded data payload sequences with minimal framing
overhead -- just four bytes per data frame. Frame Streams does not specify
an encoding format for data frames and can be used with any data serialization
format that produces byte sequences, such as Protocol Buffers, XML, JSON,
MessagePack, YAML, etc.",Frame Streams implementation in C,fstrm-0.6.1-2.an8.src.rpm,应用库
ftp-0.17-78.el8,,,"The ftp package provides the standard UNIX command-line FTP (File
Transfer Protocol) client.  FTP is a widely used protocol for
transferring files over the Internet and for archiving files.

If your system is on a network, you should install ftp in order to do
file transfers.",The standard UNIX FTP (File Transfer Protocol) client,ftp-0.17-78.el8.src.rpm,系统工具
fuse-2.9.7-15.an8,"With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v2 userspace tools to
mount a FUSE filesystem.",File System in Userspace (FUSE) v2 utilities,,,fuse-2.9.7-15.an8.src.rpm,系统工具
fuse3-3.3.0-15.an8,"With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v3 userspace tools to
mount a FUSE filesystem.",File System in Userspace (FUSE) v3 utilitie,,,fuse-2.9.7-15.an8.src.rpm,系统工具
fuse3-libs-3.3.0-15.an8,,,"Devel With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v3 libraries.",File System in Userspace (FUSE) v3 libraries,fuse-2.9.7-15.an8.src.rpm,系统库
fuse-common-3.3.0-15.an8,Common files for FUSE v2 and FUSE v3.,Common files for File System in Userspace (FUSE) v2 and v3,,,fuse-2.9.7-15.an8.src.rpm,系统工具
fuse-libs-2.9.7-15.an8,,,"Devel With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v2 libraries.",File System in Userspace (FUSE) v2 libraries,fuse-2.9.7-15.an8.src.rpm,系统库
fuse-exfat-1.3.0-3.an8,,,"This driver is the first free exFAT file system implementation with write
support. exFAT is a simple file system created by Microsoft. It is intended
to replace FAT32 removing some of it's limitations. exFAT is a standard FS
for SDXC memory cards.",Free exFAT file system implementation,fuse-exfat-1.3.0-3.an8.src.rpm,系统工具
fuse-overlayfs-0.3-5.module+an8.4.0+10228+8955a943,,,FUSE overlay+shiftfs implementation for rootless containers.,FUSE overlay+shiftfs implementation for rootless containers,fuse-overlayfs-0.3-5.module+an8.4.0+10228+8955a943.src.rpm,系统服务
fuse-overlayfs-0.7.8-1.module+an8.4.0+10229+9cf968c0,,,FUSE overlay+shiftfs implementation for rootless containers.,FUSE overlay+shiftfs implementation for rootless containers,fuse-overlayfs-0.7.8-1.module+an8.4.0+10229+9cf968c0.src.rpm,系统服务
fuse-overlayfs-1.4.0-2.module+an8.6.0+10758+8d627592,,,FUSE overlay+shiftfs implementation for rootless containers.,FUSE overlay+shiftfs implementation for rootless containers,fuse-overlayfs-1.4.0-2.module+an8.6.0+10758+8d627592.src.rpm,系统服务
fuse-overlayfs-1.8.2-1.module+an8.6.0+10751+21528717,,,FUSE overlay+shiftfs implementation for rootless containers.,FUSE overlay+shiftfs implementation for rootless containers,fuse-overlayfs-1.8.2-1.module+an8.6.0+10751+21528717.src.rpm,系统服务
fuse-overlayfs-1.8.2-1.module+an8.6.0+10759+f2e20aaa,,,FUSE overlay+shiftfs implementation for rootless containers.,FUSE overlay+shiftfs implementation for rootless containers,fuse-overlayfs-1.8.2-1.module+an8.6.0+10759+f2e20aaa.src.rpm,系统服务
fuse-overlayfs-1.9-1.module+an8.6.0+10825+318933f1,,,FUSE overlay+shiftfs implementation for rootless containers.,FUSE overlay+shiftfs implementation for rootless containers,fuse-overlayfs-1.9-1.module+an8.6.0+10825+318933f1.src.rpm,系统服务
fusesource-pom-1.11-3.module+el8.2.0+10048+55533a4a,,,This is a shared POM parent for FuseSource Maven projects,Parent POM for FuseSource Maven projects,fusesource-pom-1.11-3.module+el8.2.0+10048+55533a4a.src.rpm,应用库
fuse-sshfs-2.8-7.an8,,,"This is a FUSE-filesystem client based on the SSH File Transfer Protocol.
Since most SSH servers already support this protocol it is very easy to set
up: i.e. on the server side there's nothing to do.  On the client side
mounting the filesystem is as easy as logging into the server with ssh.",FUSE-Filesystem to access remote filesystems via SSH,fuse-sshfs-2.8-7.an8.src.rpm,系统服务
fwupd-1.7.4-2.an8,fwupd is a daemon to allow session software to update device firmware.,Firmware update daemon,,,fwupd-1.7.4-2.an8.src.rpm,系统服务
fwupdate-11-3.0.1.an8,fwupdate provides a simple command line interface to the UEFI firmware updates.,Tools to manage UEFI firmware updates,,,fwupdate-11-3.0.1.an8.src.rpm,系统工具
fwupdate-efi-11-3.0.1.an8,,,UEFI binaries used by libfwup.,UEFI binaries used by libfwup,fwupdate-11-3.0.1.an8.src.rpm,系统工具
fwupdate-libs-11-3.0.1.an8,,,Library to allow for the simple manipulation of UEFI firmware updates.,Library to manage UEFI firmware updates,fwupdate-11-3.0.1.an8.src.rpm,系统库
fxload-2008_10_13-10.el8,"This program is conveniently able to download firmware into FX and FX2
EZ-USB devices, as well as the original AnchorChips EZ-USB.  It is
intended to be invoked by udev scripts when the unprogrammed device
appears on the bus.",A helper program to download firmware into FX and FX2 EZ-USB devices,,,fxload-2008_10_13-10.el8.src.rpm,应用工具
galera-25.3.34-4.module+an8.6.0+10683+c3e56d94,,,"Galera is a fast synchronous multi-master wsrep provider (replication engine)
for transactional databases and similar applications. For more information
about wsrep API see http://launchpad.net/wsrep. For a description of Galera
replication engine see http://www.codership.com.",Synchronous multi-master wsrep provider (replication engine),galera-25.3.34-4.module+an8.6.0+10683+c3e56d94.src.rpm,应用库
galera-25.3.34-4.module+an8.6.0+10805+5a28de9b,,,"Galera is a fast synchronous multi-master wsrep provider (replication engine)
for transactional databases and similar applications. For more information
about wsrep API see http://launchpad.net/wsrep. For a description of Galera
replication engine see http://www.codership.com.",Synchronous multi-master wsrep provider (replication engine),galera-25.3.34-4.module+an8.6.0+10805+5a28de9b.src.rpm,应用库
galera-26.4.11-1.module+an8.6.0+10827+227a4871,,,"Galera is a fast synchronous multimaster wsrep provider (replication engine)
for transactional databases and similar applications. For more information
about wsrep API see https://github.com/codership/wsrep-API repository. For a
description of Galera replication engine see https://www.galeracluster.com web.",Synchronous multi-master wsrep provider (replication engine),galera-26.4.11-1.module+an8.6.0+10827+227a4871.src.rpm,应用库
galera-26.4.9-4.module+an8.6.0+10688+8a8f682b,,,"Galera is a fast synchronous multi-master wsrep provider (replication engine)
for transactional databases and similar applications. For more information
about wsrep API see http://launchpad.net/wsrep. For a description of Galera
replication engine see http://www.codership.com.",Synchronous multi-master wsrep provider (replication engine),galera-26.4.9-4.module+an8.6.0+10688+8a8f682b.src.rpm,应用库
gamin-0.1.10-32.an8,,,"This C library provides an API and ABI compatible file alteration
monitor mechanism compatible with FAM but not dependent on a system wide
daemon.",Library providing the FAM File Alteration Monitor API,gamin-0.1.10-32.an8.src.rpm,应用库
gavl-1.4.0-12.el8,,,"Gavl is a library for handling and converting uncompressed audio and
video data. It provides datatypes for audio/video formats and standardized
structures to store the data. It supports converting between all formats.
Some conversion functions are available in multiple versions (MMX...),
which are selected by compile time configuration, CPU autodetection and
user options.",A library for handling uncompressed audio and video data,gavl-1.4.0-12.el8.src.rpm,应用库
