name,layer_true,layer_pred,summary,description
gupnp-dlna,系统,应用,A collection of helpers for building UPnP AV applications,"GUPnP is an object-oriented open source framework for creating UPnP
devices and control points, written in C using GObject and libsoup.
The GUPnP API is intended to be easy to use, efficient and flexible.

GUPnP-dlna is a collection of helpers for building DLNA (Digital
Living Network Alliance) compliant applications using GUPnP."
gutenprint,应用,系统,Printer Drivers Package,"Gutenprint is a package of high quality printer drivers for Linux, BSD,
Solaris, IRIX, and other UNIX-alike operating systems.
Gutenprint was formerly called Gimp-Print."
gutenprint-cups,应用,系统,"CUPS drivers for Canon, Epson, HP and compatible printers","This package contains native CUPS support for a wide range of Canon,
Epson, HP and compatible printers."
gutenprint-libs,应用,系统,libgutenprint library,"This package includes libgutenprint library, necessary to run gutenprint."
gvfs-afc,系统,应用,AFC support for gvfs,"This package provides support for reading files on mobile devices
including phones and music players to applications using gvfs."
gvfs-afp,系统,应用,AFP support for gvfs,"This package provides support for reading and writing files on
Mac OS X and original Mac OS network shares via Apple Filing Protocol
to applications using gvfs."
gvfs-fuse,系统,应用,FUSE support for gvfs,"This package provides support for applications not using gio
to access the gvfs filesystems."
gvfs-goa,系统,应用,GOA support for gvfs,"This package provides seamless integration with gnome-online-accounts
file services."
gvfs-gphoto2,系统,应用,gphoto2 support for gvfs,"This package provides support for reading and writing files on
PTP based cameras (Picture Transfer Protocol) and MTP based
media players (Media Transfer Protocol) to applications using gvfs."
gvfs-smb,系统,应用,Windows fileshare support for gvfs,"This package provides support for reading and writing files on windows
shares (SMB) to applications using gvfs."
gzip,系统,核心,The GNU data compression program,"The gzip package contains the popular GNU gzip data compression
program. Gzipped files have a .gz extension.

Gzip should be installed on your system, because it is a
very commonly used data compression program."
haproxy,系统,核心,HAProxy reverse proxy for high availability environments,"HAProxy is a TCP/HTTP reverse proxy which is particularly suited for high
availability environments. Indeed, it can:
 - route HTTP requests depending on statically assigned cookies
 - spread load among several servers while assuring server persistence
   through the use of HTTP cookies
 - switch to backup servers in the event a main one fails
 - accept connections to special ports dedicated to service monitoring
 - stop accepting connections without breaking existing ones
 - add, modify, and delete HTTP headers in both directions
 - block requests matching particular patterns
 - report detailed status to authenticated users from a URI
   intercepted from the application"
hdparm,应用,系统,A utility for displaying and/or setting hard disk parameters,"Hdparm is a useful system utility for setting (E)IDE hard drive
parameters.  For example, hdparm can be used to tweak hard drive
performance and to spin down hard drives for power conservation."
HdrHistogram_c,应用,系统,C port of the HdrHistogram,C port of High Dynamic Range (HDR) Histogram.
helm-bash-completion,应用,核心,Bash Completion for helm,Bash command line completion support for helm.
helm-fish-completion,应用,核心,Fish Completion for helm,Fish command line completion support for helm.
helm-zsh-completion,应用,核心,Zsh Completion for helm,Zsh command line completion support for helm.
help2man,应用,系统,Create simple man pages from --help output,"help2man is a script to create simple man pages from the --help and
--version output of programs.

Since most GNU documentation is now in info format, this provides a
way to generate a placeholder man page pointing to that resource while
still providing some useful information."
hesiod,应用,系统,Shared libraries for querying the Hesiod naming service,"Hesiod is a system which uses existing DNS functionality to provide access
to databases of information that changes infrequently.  It is often used to
distribute information kept in the /etc/passwd, /etc/group, and /etc/printcap
files, among others."
hexchat,应用,系统,A popular and easy to use graphical IRC (chat) client,"HexChat is an easy to use graphical IRC chat client for the X Window System.
It allows you to join multiple IRC channels (chat rooms) at the same time,
talk publicly, private one-on-one conversations etc. Even file transfers
are possible."
hexedit,应用,系统,A hexadecimal file viewer and editor,"Hexedit shows a file both in ASCII and in hexadecimal. The file can be a device
as the file is read a piece at a time. Hexedit can be used to modify the file
and search through it."
hivex,应用,系统,Read and write Windows Registry binary hive files,"Hive files are the undocumented binary files that Windows uses to
store the Windows Registry on disk.  Hivex is a library that can read
and write to these files.

'hivexsh' is a shell you can use to interactively navigate a hive
binary file.

'hivexregedit' (in perl-hivex) lets you export and merge to the
textual regedit format.

'hivexml' can be used to convert a hive file to a more useful XML
format.

In order to get access to the hive files themselves, you can copy them
from a Windows machine.  They are usually found in
%systemroot%\system32\config.  For virtual machines we recommend
using libguestfs or guestfish to copy out these files.  libguestfs
also provides a useful high-level tool called 'virt-win-reg' (based on
hivex technology) which can be used to query specific registry keys in
an existing Windows VM.

For OCaml bindings, see 'ocaml-hivex-devel'.

For Perl bindings, see 'perl-hivex'.

For Python 3 bindings, see 'python3-hivex'.

For Ruby bindings, see 'ruby-hivex'."
