name,label,text,y,summary,description,y_predict
spice-qxl-wddm-dod,服务, A QXL display-only driver for Windows 10 virtual machines.  QXL is a paravirtualized display driver and a part of SPICE project.  This package provides QXL display-only driver for Windows 10 virtual machines.,2, A QXL display-only driver for Windows 10 virtual machines.," QXL is a paravirtualized display driver and a part of SPICE project.
This package provides QXL display-only driver for Windows 10 virtual machines.",0
gnome-desktop3,服务," Shared code among gnome-panel, gnome-session, nautilus, etc    The gnome-desktop3 package contains an internal library  (libgnomedesktop) used to implement some portions of the GNOME  desktop, and also some data files and other shared components of the  GNOME user environment.",2," Shared code among gnome-panel, gnome-session, nautilus, etc"," 
The gnome-desktop3 package contains an internal library
(libgnomedesktop) used to implement some portions of the GNOME
desktop, and also some data files and other shared components of the
GNOME user environment.",0
python3-qt5-base,库, Python 3 bindings for Qt5 base  Python 3 bindings for Qt5 base.,0, Python 3 bindings for Qt5 base, Python 3 bindings for Qt5 base.,0
mvapich2,库, OSU MVAPICH2 MPI package  MVAPICH2 is a Message Passing Interface (MPI 3.0) implementation based on MPICH  and developed by Ohio State University.,0, OSU MVAPICH2 MPI package," MVAPICH2 is a Message Passing Interface (MPI 3.0) implementation based on MPICH
and developed by Ohio State University.",0
texlive-kpathsea,库," Path searching library for TeX-related files  Kpathsea is a library and utility programs which provide path  searching facilities for TeX file types, including the self-  locating feature required for movable installations, layered on  top of a general search mechanism. It is not distributed  separately, but rather is released and maintained as part of  the TeX live sources.",0, Path searching library for TeX-related files," Kpathsea is a library and utility programs which provide path
searching facilities for TeX file types, including the self-
locating feature required for movable installations, layered on
top of a general search mechanism. It is not distributed
separately, but rather is released and maintained as part of
the TeX live sources.",0
librbd1,库," RADOS block device client library  RBD is a block device striped across multiple distributed objects in  RADOS, a reliable, autonomic distributed object storage cluster  developed as part of the Ceph distributed storage system. This is a  shared library allowing applications to manage these block devices.",0, RADOS block device client library," RBD is a block device striped across multiple distributed objects in
RADOS, a reliable, autonomic distributed object storage cluster
developed as part of the Ceph distributed storage system. This is a
shared library allowing applications to manage these block devices.",0
perl-File-Temp,库, Return name and handle of a temporary file safely  File::Temp can be used to create and open temporary files in a safe way.  There is both a function interface and an object-oriented interface. The  File::Temp constructor or the tempfile() function can be used to return the  name and the open file handle of a temporary file. The tempdir() function  can be used to create a temporary directory.,0, Return name and handle of a temporary file safely," File::Temp can be used to create and open temporary files in a safe way.
There is both a function interface and an object-oriented interface. The
File::Temp constructor or the tempfile() function can be used to return the
name and the open file handle of a temporary file. The tempdir() function
can be used to create a temporary directory.",0
compiler-rt,库," LLVM ""compiler-rt"" runtime libraries  The compiler-rt project is a part of the LLVM project. It provides  implementation of the low-level target-specific hooks required by  code generation, sanitizer runtimes and profiling library for code  instrumentation, and Blocks C language extension.",0," LLVM ""compiler-rt"" runtime libraries"," The compiler-rt project is a part of the LLVM project. It provides
implementation of the low-level target-specific hooks required by
code generation, sanitizer runtimes and profiling library for code
instrumentation, and Blocks C language extension.",0
hunspell-dsb,工具, Lower Sorbian hunspell dictionaries  Lower Sorbian hunspell dictionaries.,1, Lower Sorbian hunspell dictionaries, Lower Sorbian hunspell dictionaries.,1
ffmpeg,库," Digital VCR and streaming server  FFmpeg is a complete and free Internet live audio and video  broadcasting solution for Linux/Unix. It also includes a digital  VCR. It can encode in real time in many formats including MPEG1 audio  and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.",0, Digital VCR and streaming server," FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.",2
maven-profile,工具, Compatibility Maven profile artifact  Maven profile artifact,1, Compatibility Maven profile artifact, Maven profile artifact,1
texlive-parallel,工具," Typeset parallel texts  Provides a parallel environment which allows two potentially  different texts to be typeset in two columns, while maintaining  alignment. The two columns may be on the same page, or on  facing pages. This arrangement of text is commonly used when  typesetting translations, but it can have value when comparing  any two texts.",1, Typeset parallel texts," Provides a parallel environment which allows two potentially
different texts to be typeset in two columns, while maintaining
alignment. The two columns may be on the same page, or on
facing pages. This arrangement of text is commonly used when
typesetting translations, but it can have value when comparing
any two texts.",1
pcp-import-collectl2pcp,服务, Performance Co-Pilot tools for importing collectl log files into PCP archive logs  Performance Co-Pilot (PCP) front-end tools for importing collectl data  into standard PCP archive logs for replay with any PCP monitoring tool.,2, Performance Co-Pilot tools for importing collectl log files into PCP archive logs," Performance Co-Pilot (PCP) front-end tools for importing collectl data
into standard PCP archive logs for replay with any PCP monitoring tool.",2
